date,transactions,active_addresses,hashrate,difficulty,miners_revenue,transaction_volume_btc
2016-12-14,286328.0,495462.0,1981473.29889459,286765766820.0,1423000.53395811,265743.63781557
2016-12-15,282685.0,479423.0,1958064.6377955,308312273901.189,1311989.79252931,285532.10428844
2016-12-16,279361.0,495267.0,2050571.62855749,310153855703.0,1370894.32487847,307291.63428846
2016-12-17,238130.0,458681.0,2235585.61008148,310153855703.0,1482780.18654429,232767.08960515
2016-12-18,235789.0,418499.0,2173914.28290682,310153855703.0,1552267.90632871,201024.8239778
2016-12-19,282129.0,508682.0,2343510.43263714,310153855703.0,1655157.98436667,284849.33281717
2016-12-20,296473.0,508909.0,2127660.78752582,310153855703.0,1446090.60333747,308362.60751334
2016-12-21,325677.0,540311.0,2451435.25519279,310153855703.0,1773147.30675459,401011.95660179
2016-12-22,314644.0,528879.0,2451435.25519279,310153855703.0,1862227.14911738,395390.37201938
2016-12-23,304997.0,522517.0,2343510.43263714,310153855703.0,1799933.61503585,431035.31929554
2016-12-24,240820.0,420207.0,2112242.95573216,310153855703.0,1621324.26453935,223986.76289368
2016-12-25,197364.0,353857.0,2574777.90954212,310153855703.0,1979342.87428383,238524.78044159
2016-12-26,244914.0,448558.0,2189332.11470048,310153855703.0,1683253.41220312,270013.07915095
2016-12-27,296546.0,509116.0,2405181.7598118,310153855703.0,2034777.5281031,373469.94464785
2016-12-28,305394.0,514773.0,2589949.6705277,312083434211.183,2109464.64662514,344907.2166378
2016-12-29,304605.0,512157.0,2368856.40597046,317688400354.0,1966088.79433389,326273.17615849
2016-12-30,286818.0,496025.0,2479403.03824908,317688400354.0,1988622.5339292,333410.23759049
2016-12-31,250273.0,449832.0,2337271.65389085,317688400354.0,1895472.30273961,217917.32899145
2017-01-01,180502.0,355325.0,2463610.66220928,317688400354.0,1970085.32495516,170022.21641909
2017-01-02,290951.0,529709.0,2526780.16636849,317688400354.0,2138666.02144959,275190.25857322
2017-01-03,301664.0,515024.0,2589949.6705277,317688400354.0,2245225.0916189,333533.01156045
2017-01-04,328642.0,545609.0,2432025.91012967,317688400354.0,2332472.03537403,396990.16528807
2017-01-05,288501.0,495910.0,2210932.64557243,317688400354.0,2009800.81508544,528064.19396159
2017-01-06,346405.0,562750.0,2542572.54240829,317688400354.0,1998357.99063241,483798.94337235
2017-01-07,282060.0,503341.0,2195140.26953263,317688400354.0,1591509.29207556,343331.53049281
2017-01-08,260101.0,455739.0,2637326.79864711,317688400354.0,1990960.48636603,230638.88390195
2017-01-09,269947.0,475572.0,2147763.14141322,317688400354.0,1630568.17954383,305497.06751474
2017-01-10,323888.0,541168.0,2679581.83959097,319489481520.344,1939796.80987879,318107.73430452
2017-01-11,303058.0,491693.0,2562350.13410886,336899932795.0,1724412.85485079,499810.97625553
2017-01-12,295125.0,483078.0,2897297.86405773,336899932795.0,1782924.4669254,395481.51801022
2017-01-13,272747.0,466561.0,2528855.36111398,336899932795.0,1590739.0391092,310679.02359427
2017-01-14,242269.0,446469.0,2880550.47756029,336899932795.0,1922419.87738231,194606.3168829
2017-01-15,235999.0,417279.0,2796813.54507307,336899932795.0,1759094.94140748,193769.24854518
2017-01-16,267640.0,473647.0,2830308.31806796,336899932795.0,1890860.27174246,252594.9321513
2017-01-17,292697.0,502462.0,2646087.06659608,336899932795.0,1911475.33973285,334103.8026664
2017-01-18,297100.0,500306.0,2528855.36111398,336899932795.0,1743249.94841247,294526.47274388
2017-01-19,300605.0,516339.0,2914045.25055518,336899932795.0,2054585.92331712,261915.73188043
2017-01-20,298377.0,516010.0,3165256.04801683,336899932795.0,2264569.90227644,259324.26657067
2017-01-21,263562.0,484669.0,3031276.95603728,336899932795.0,2201839.33023417,230077.22279051
2017-01-22,236886.0,428798.0,3398969.89226469,339477557142.08,2075068.61317516,229821.85079932
2017-01-23,235530.0,425650.0,2715269.05186662,392963262344.0,1683925.09571495,214418.56101131
2017-01-24,278177.0,497859.0,2910612.14912321,392963262344.0,1810841.27035711,263431.86998189
2017-01-25,304727.0,514639.0,2930146.45884887,392963262344.0,1783698.25711042,298779.13314143
2017-01-26,313755.0,518117.0,3066886.62692848,392963262344.0,1864867.30879591,248341.84939207
2017-01-27,263332.0,462951.0,3320832.65336205,392963262344.0,2050038.68072294,188459.94044311
2017-01-28,246395.0,461292.0,2969215.07830019,392963262344.0,1879276.99660809,122192.82919275
2017-01-29,241627.0,438728.0,3262229.72418507,392963262344.0,2072803.25974792,145740.8333102
2017-01-30,247408.0,449342.0,2852009.21994623,392963262344.0,1795537.90492621,161924.09030068
2017-01-31,307683.0,523037.0,2832474.91022057,392963262344.0,1941511.11537906,237602.23301216
2017-02-01,350560.0,599053.0,3750587.46732655,392963262344.0,2481667.38481435,271145.34475943
2017-02-02,259559.0,452586.0,3066886.62692848,392963262344.0,2186504.05543344,214406.42570607
2017-02-03,323563.0,560375.0,2910612.14912321,392963262344.0,2050478.54314309,264280.11267604
2017-02-04,284778.0,500098.0,3043000.84286989,393567551403.428,1975355.92149189,211734.67873018
2017-02-05,292101.0,510278.0,3336807.82080216,422170566883.0,2203638.3140676,188840.68184335
2017-02-06,230027.0,440410.0,2623276.58868094,422170566883.0,1757705.55725816,213855.38526736
2017-02-07,325268.0,557391.0,3168918.11912658,422170566883.0,2175238.10451828,253784.22652631
2017-02-08,308316.0,516491.0,3063987.05557934,422170566883.0,2085023.01932909,256176.10035691
2017-02-09,346544.0,575008.0,3546669.94789663,422170566883.0,2395178.56798342,370734.08145272
2017-02-10,301789.0,507436.0,3105959.48099823,422170566883.0,1972446.17663961,298473.94673084
2017-02-11,262686.0,474677.0,2917083.5666132,422170566883.0,1853403.10750002,162125.91361094
2017-02-12,237744.0,422085.0,2959055.9920321,422170566883.0,1849457.27798897,117150.51559467
2017-02-13,288290.0,503161.0,3420752.67163994,422170566883.0,2178384.19906273,194334.21410043
2017-02-14,315084.0,530240.0,3546669.94789663,422170566883.0,2357500.75735773,233840.46352787
2017-02-15,294786.0,495897.0,2917083.5666132,422170566883.0,1906440.00391577,201546.73035085
2017-02-16,283203.0,489190.0,3189904.33183602,422170566883.0,2102990.20200481,207833.81436661
2017-02-17,319767.0,550073.0,3168918.11912658,422170566883.0,2146125.84434262,259513.03488817
2017-02-18,286143.0,510386.0,3330515.74407375,432944392642.632,2210588.07426995,170341.73594508
2017-02-19,251721.0,458999.0,2936112.56385449,440779902286.0,2008419.45710556,166690.32565856
2017-02-20,282728.0,503953.0,3242870.59291391,440779902286.0,2148454.96743745,182509.83829174
2017-02-21,279090.0,487721.0,3023757.71501432,440779902286.0,2107035.34411835,214283.10676231
2017-02-22,282194.0,489248.0,3045669.00280428,440779902286.0,2152117.27459859,197794.38637841
2017-02-23,325913.0,551455.0,3286693.16849383,440779902286.0,2411188.06820923,280568.25445414
2017-02-24,343805.0,590852.0,3637273.77313317,440779902286.0,2699193.33772453,312812.4785132
2017-02-25,326521.0,561872.0,3659185.06092313,440779902286.0,2897863.03706052,210000.54046049
2017-02-26,265203.0,462927.0,3900209.22661268,440779902286.0,2837916.15793509,171688.79323054
2017-02-27,284555.0,501497.0,3155225.44175408,440779902286.0,2365572.16922033,221116.89378023
2017-02-28,325414.0,542157.0,3352427.03186371,440779902286.0,2548889.19696578,214370.21734414
2017-03-01,315883.0,531643.0,3155225.44175408,440779902286.0,2448421.99923073,234425.17026874
2017-03-02,329428.0,565742.0,3440072.18302354,440779902286.0,2775953.23922825,348069.65023602
2017-03-03,337310.0,583123.0,3458650.32318652,445545600358.477,2741612.92575066,330581.43064597
2017-03-04,265780.0,489858.0,3069265.84971519,460769358090.0,2424004.59063409,205651.54397074
2017-03-05,280739.0,524843.0,3367030.44707561,460769358090.0,2599170.73441836,172858.20186682
2017-03-06,287731.0,537229.0,3252505.60193699,460769358090.0,2635445.79832531,229302.42438715
2017-03-07,327902.0,571329.0,3504460.26124197,460769358090.0,2870767.75288175,276811.90182379
2017-03-08,297108.0,526233.0,3252505.60193699,460769358090.0,2442222.93782909,263042.05529824
2017-03-09,303632.0,541482.0,3389935.41610334,460769358090.0,2451454.02995886,221691.7612012
2017-03-10,308482.0,551015.0,3573175.16832514,460769358090.0,2659880.94752163,274668.64675411
2017-03-11,280681.0,518976.0,3412840.38513106,460769358090.0,2432383.77414662,208985.42190941
2017-03-12,221110.0,422479.0,3550270.19929742,460769358090.0,2573064.17280145,174831.24647858
2017-03-13,273079.0,516185.0,3321220.50902016,460769358090.0,2616524.97282541,254760.75826312
2017-03-14,310395.0,561535.0,3573175.16832514,460769358090.0,2813129.1106143,279741.4260405
2017-03-15,292434.0,526479.0,3252505.60193699,460769358090.0,2585616.41375917,261187.81408567
2017-03-16,327034.0,594406.0,3504460.26124197,460769358090.0,2731477.73133023,430129.0090461
2017-03-17,292196.0,532934.0,3641704.83720129,469886043903.468,2500138.20176983,487106.22190253
2017-03-18,263530.0,505651.0,3712647.13922469,475705205061.0,2307093.25713339,381716.66528304
2017-03-19,269336.0,512176.0,3925474.04529489,475705205061.0,2330150.15719242,245940.76255762
2017-03-20,277033.0,512638.0,3216051.02506088,475705205061.0,2014133.75075982,290510.52495268
2017-03-21,288055.0,541182.0,3357935.62910768,475705205061.0,2221575.56090287,305364.20985699
2017-03-22,316593.0,572753.0,3807236.87525589,475705205061.0,2425381.94528102,370542.37360552
2017-03-23,287871.0,537475.0,3499820.23315448,475705205061.0,2160694.82563264,301915.09373221
2017-03-24,289521.0,540390.0,4161948.3853729,475705205061.0,2405463.76315141,420627.1495177
2017-03-25,242975.0,490877.0,3145108.72303748,475705205061.0,1714220.76165261,331578.1227706
2017-03-26,221915.0,462863.0,3925474.04529489,475705205061.0,2211048.92844111,242136.68131684
2017-03-27,232291.0,459508.0,3121461.28902967,475705205061.0,1843886.29357483,303796.69769049
2017-03-28,294001.0,553957.0,3665352.27120909,475705205061.0,2264423.9847332,409096.06396882
2017-03-29,283931.0,534780.0,3263345.89307648,475705205061.0,2063813.43903711,261122.67661725
2017-03-30,288788.0,521048.0,4073274.03319987,482855238676.823,2413075.13239019,334413.32312779
2017-03-31,259403.0,489452.0,3352999.96635355,499635929816.0,2209101.93465589,439932.30967779
2017-04-01,255871.0,502791.0,3278488.85599014,499635929816.0,2025106.75893696,253991.2750026
2017-04-02,244203.0,501563.0,3924251.81247304,499635929816.0,2378690.40697005,254842.17063415
2017-04-03,288141.0,564025.0,4371318.47465352,499635929816.0,2916926.0233745,315703.40945289
2017-04-04,256015.0,496731.0,3104629.59847551,499635929816.0,2045569.04519407,304742.02680432
2017-04-05,316555.0,577217.0,4023599.95962426,499635929816.0,2673677.81014339,333167.02157944
2017-04-06,290465.0,548640.0,3651044.4078072,499635929816.0,2432718.25899512,314494.46438707
2017-04-07,295463.0,542132.0,4023599.95962426,499635929816.0,2835523.66877157,345818.21691469
2017-04-08,226959.0,468194.0,3402674.03992916,499635929816.0,2302445.27107197,169853.47068489
2017-04-09,238286.0,489533.0,3949088.84926085,499635929816.0,2639028.47971234,182514.08582667
2017-04-10,273384.0,548201.0,3675881.444595,499635929816.0,2501424.10992396,228270.44054374
2017-04-11,307893.0,582104.0,4147785.14356328,499635929816.0,2847416.31547419,290035.87153425
2017-04-12,278093.0,548652.0,3526859.22386818,499635929816.0,2459161.23770251,265530.45994031
2017-04-13,228679.0,449522.0,3287972.00662321,517807877351.858,2152057.9103319,248404.68272295
2017-04-14,290208.0,558991.0,3598646.52693406,520808749422.0,2375849.27766758,299791.6951023
2017-04-15,270705.0,520822.0,3909321.04724491,520808749422.0,2472770.08792718,230697.89961421
2017-04-16,211829.0,429264.0,3779873.33044872,520808749422.0,2422454.87110332,209280.7803511
2017-04-17,245184.0,469210.0,3572756.98357482,520808749422.0,2405342.14992486,297315.89032181
2017-04-18,303091.0,553139.0,3779873.33044872,520808749422.0,2573482.22738259,286448.02466507
2017-04-19,310104.0,566249.0,3702204.70037101,520808749422.0,2444733.65965674,252819.66835915
2017-04-20,267915.0,491206.0,3598646.52693406,520808749422.0,2424413.35644996,281161.95349876
2017-04-21,330354.0,612636.0,4323553.74099272,520808749422.0,2938953.71533901,260744.56019025
2017-04-22,268712.0,530090.0,3753983.78708949,520808749422.0,2504139.26343094,178071.29064072
2017-04-23,245039.0,490004.0,3961100.13396339,520808749422.0,3003304.22483801,170496.71241265
2017-04-24,222671.0,449880.0,3210303.37654549,520808749422.0,2166919.0113154,218198.46856078
2017-04-25,325387.0,580199.0,3831652.4171672,520808749422.0,2730056.14610532,310021.51939584
2017-04-26,334471.0,606557.0,3961100.13396339,520808749422.0,2834899.00327354,288668.53456621
2017-04-27,297884.0,554692.0,3814281.63369607,521839702599.075,2802873.46151354,302050.77798421
2017-04-28,305271.0,582827.0,3528859.19852154,521974519553.0,2599659.64724063,317159.21835551
2017-04-29,341319.0,634026.0,4488916.48047225,521974519553.0,3282240.04874294,270548.51689429
2017-04-30,281489.0,526653.0,3918071.61012318,521974519553.0,2841932.31112448,200786.877928
2017-05-01,294786.0,542848.0,3892124.1160164,521974519553.0,3028192.09419664,318252.57181609
2017-05-02,333161.0,609091.0,4099704.06887061,521974519553.0,3252918.8674867,316525.2120617
2017-05-03,295149.0,547222.0,3425069.22209443,521974519553.0,2801412.84630984,317492.17304151
2017-05-04,354737.0,676231.0,4359179.00993837,521974519553.0,3837374.260237,407668.86053759
2017-05-05,267193.0,523630.0,3347226.73977411,521974519553.0,2992751.47780483,375277.43163878
2017-05-06,363022.0,677422.0,4359179.00993837,521974519553.0,3736751.78381375,303559.11870245
2017-05-07,316011.0,581370.0,4333231.51583159,521974519553.0,3798375.63516212,282203.83217984
2017-05-08,365096.0,691481.0,4670548.93921968,521974519553.0,4358595.02512714,453504.40777642
2017-05-09,332879.0,621157.0,4021861.58655028,521974519553.0,3851908.9605326,442341.02894682
2017-05-10,311391.0,592447.0,4119773.00240534,555092980096.736,3872761.35724353,424722.8859326
2017-05-11,294743.0,568522.0,3757901.04949136,559970892890.0,3603539.08867485,364410.76342711
2017-05-12,317698.0,600569.0,4286790.82682718,559970892890.0,4010123.29189492,343919.54287192
2017-05-13,329266.0,623294.0,4398136.0431084,559970892890.0,3887658.1693149,250751.31640067
2017-05-14,369098.0,691331.0,4565153.86753024,559970892890.0,4502606.74509519,253043.00855794
2017-05-15,329229.0,636240.0,4732171.69195208,559970892890.0,4329595.85547557,404768.04455948
2017-05-16,233977.0,453277.0,3674392.13728044,559970892890.0,3642086.24030577,344977.47539052
2017-05-17,317527.0,591516.0,4314627.13089748,559970892890.0,4421399.76340616,523942.62644242
2017-05-18,288904.0,570190.0,3952755.1779835,559970892890.0,4037060.37897186,357634.92164319
2017-05-19,319502.0,633618.0,4565153.86753024,559970892890.0,4815456.24257254,437720.10435873
2017-05-20,352805.0,646322.0,4592990.17160055,559970892890.0,4886339.56454024,331908.79839663
2017-05-21,326057.0,608720.0,4091936.69833503,559970892890.0,4467333.32139705,266554.69422871
2017-05-22,327868.0,604611.0,4064100.39426473,559970892890.0,4964459.57266732,426579.23432809
2017-05-23,367710.0,687291.0,4976737.78165219,584152236544.97,5849528.14907328,465025.07955562
2017-05-24,338642.0,631836.0,4562009.63318118,595921917085.0,5777645.70954402,455673.70492623
2017-05-25,350114.0,659056.0,4828620.58576969,595921917085.0,6652086.79657236,508313.96085129
2017-05-26,333340.0,641521.0,4532386.19400468,595921917085.0,5857614.17179412,431643.60197763
2017-05-27,331914.0,651462.0,4976737.78165219,595921917085.0,5550225.48785938,320932.55895422
2017-05-28,308143.0,592663.0,4887867.46412269,595921917085.0,5637036.09336445,240281.09482633
2017-05-29,321638.0,594356.0,4473139.31565167,595921917085.0,5363911.6870551,252272.09723391
2017-05-30,347961.0,634489.0,5302595.6125937,595921917085.0,6715480.58337219,410070.54882646
2017-05-31,321634.0,614127.0,4858244.02494618,595921917085.0,5896299.59870206,373509.98690076
2017-06-01,319709.0,610355.0,5035984.6600052,595921917085.0,6453340.2971392,394084.67517878
2017-06-02,271539.0,534562.0,4325022.11976917,595921917085.0,5582333.53083948,296956.94054565
2017-06-03,305320.0,601584.0,5687700.32188822,595921917085.0,7556602.02583455,329446.29972482
2017-06-04,266044.0,537388.0,5432357.04184814,628336862170.783,6277178.51580928,251058.19337898
2017-06-05,289930.0,576033.0,5533581.08610618,678760110082.0,6653843.25890711,296117.49114847
2017-06-06,297416.0,617594.0,5094943.56098801,678760110082.0,6998125.22728295,311634.55408405
2017-06-07,339720.0,657365.0,5567322.4341922,678760110082.0,7719493.89799982,331375.38349026
2017-06-08,307377.0,609713.0,5567322.4341922,678760110082.0,7029707.6002043,290137.13023306
2017-06-09,282184.0,571965.0,5094943.56098801,678760110082.0,6703956.91372409,242468.64752004
2017-06-10,254993.0,516466.0,4757530.08012788,678760110082.0,6249243.42805614,237839.06149964
2017-06-11,222892.0,467562.0,4926236.82055794,678760110082.0,6463254.63954548,222057.36339943
2017-06-12,269098.0,538625.0,4959978.16864396,678760110082.0,6495311.58752569,318731.4432625
2017-06-13,291776.0,611163.0,4757530.08012788,678760110082.0,6081318.61351558,308894.41280565
2017-06-14,287644.0,565825.0,4723788.73204186,678760110082.0,5950179.96751802,310412.76914426
2017-06-15,293141.0,573732.0,5162426.25716004,678760110082.0,5519035.46403947,299371.01404504
2017-06-16,269937.0,536166.0,4993719.51672997,678760110082.0,5412747.31911236,253325.07100154
2017-06-17,236554.0,477379.0,5129905.64429561,679668719408.648,5553872.73489071,208311.90265712
2017-06-18,209359.0,433247.0,5129905.64429561,711697198173.0,5352903.24473236,208500.29865902
2017-06-19,269774.0,532520.0,5342177.6019906,711697198173.0,5967196.34476597,239493.8197708
2017-06-20,269438.0,591484.0,4882255.02698479,711697198173.0,5831891.72450183,263011.8277957
2017-06-21,280203.0,585195.0,4953012.34621645,711697198173.0,6054325.83660712,308939.23686691
2017-06-22,269685.0,534178.0,4917633.68660062,711697198173.0,5940316.94676479,258900.75077768
2017-06-23,259938.0,506613.0,5660585.53853309,711697198173.0,6351539.58948352,204918.92534913
2017-06-24,227127.0,469728.0,5165284.30391144,711697198173.0,5726988.95952891,162624.50688834
2017-06-25,180719.0,378449.0,4316196.47313148,711697198173.0,4568837.75041699,202855.97048157
2017-06-26,261906.0,515884.0,5023769.66544811,711697198173.0,5353248.87332519,285795.03353908
2017-06-27,259737.0,556139.0,4634604.40967396,711697198173.0,4795574.54295835,288802.47535433
2017-06-28,279811.0,549137.0,5554449.55968559,711697198173.0,6013686.13596844,281614.04531839
2017-06-29,231054.0,467648.0,4245439.15389981,711697198173.0,4992120.70897841,249005.32938191
2017-06-30,267360.0,533428.0,5448313.58083809,711697198173.0,5808462.21420621,306213.95133678
2017-07-01,221856.0,440617.0,5802100.17699641,711697198173.0,5723792.55869157,209274.66394248
2017-07-02,196539.0,409306.0,6622798.79067395,708707940675.899,6234521.40998292,188590.97610916
2017-07-03,253244.0,497459.0,5988701.03412006,708659466230.0,6150160.47587895,233586.11525852
2017-07-04,255483.0,548402.0,5389830.93070805,708659466230.0,5722827.44966135,218824.71327885
2017-07-05,237008.0,476017.0,5248920.31814053,708659466230.0,5452524.49486299,282347.24941769
2017-07-06,225106.0,459295.0,5002326.74614734,708659466230.0,5302487.88461233,206841.86349183
2017-07-07,243614.0,559414.0,5213692.66499864,708659466230.0,5325202.36289879,287325.35650684
2017-07-08,220835.0,451049.0,5812562.76841065,708659466230.0,6009727.18023164,222972.97267547
2017-07-09,188124.0,390403.0,4861416.13357982,708659466230.0,4856461.58253827,280607.27623367
2017-07-10,251722.0,567053.0,6939847.66895089,708659466230.0,6632606.65260221,291829.65389441
2017-07-11,265759.0,563335.0,6094383.99354571,708659466230.0,5605340.88589458,277610.84910309
2017-07-12,257138.0,513003.0,6235294.60611324,708659466230.0,5756410.92076747,238358.23582961
2017-07-13,245895.0,489849.0,5530741.54327559,708659466230.0,5143505.4391091,188415.37831089
2017-07-14,227903.0,473083.0,5559049.84406697,761764941640.259,4517081.23146398,222619.40669466
2017-07-15,221851.0,446600.0,5079131.8719173,804525194568.0,4159161.40474086,221413.17204416
2017-07-16,203165.0,406437.0,6518885.7883663,804525194568.0,4283016.91517419,238872.7911214
2017-07-17,230315.0,475432.0,5918988.32317922,804525194568.0,4205460.83287287,261954.18256478
2017-07-18,260575.0,561056.0,6598872.11705791,804525194568.0,5318674.73797644,269594.91761819
2017-07-19,253768.0,519401.0,5958981.48752502,804525194568.0,4764906.23361071,258217.49167811
2017-07-20,230199.0,477428.0,6478892.62402049,804525194568.0,5545614.34077037,260620.10265072
2017-07-21,268443.0,542765.0,6158947.30925405,804525194568.0,6018796.60358341,256261.93690682
2017-07-22,223358.0,433136.0,6398906.29532888,804525194568.0,6110647.80474536,180021.47441179
2017-07-23,181031.0,353198.0,6878824.26747855,804525194568.0,6298100.87074725,155550.21819622
2017-07-24,240072.0,469353.0,7118783.25355338,804525194568.0,6819394.90780593,205988.70116104
2017-07-25,244036.0,511832.0,5918988.32317922,804525194568.0,5561050.82150866,302325.97654304
2017-07-26,237853.0,460147.0,5878995.15883341,804525194568.0,5002271.53846552,271020.03428842
2017-07-27,225369.0,443426.0,6585327.48529789,836351931635.429,5771434.9816966,330989.88884665
2017-07-28,247207.0,487087.0,6414280.01814729,860221984436.0,5722925.45554355,478316.59613193
2017-07-29,211134.0,416823.0,6713613.08566083,860221984436.0,5834980.15888111,345050.89030479
2017-07-30,184145.0,386559.0,6285994.41778435,860221984436.0,5356955.02068304,431787.1651918
2017-07-31,231012.0,485989.0,6200470.68420905,860221984436.0,5611505.18567494,621420.58983615
2017-08-01,131875.0,301132.0,6371518.15135964,860221984436.0,5340232.19381795,505161.32127589
2017-08-02,209321.0,403176.0,6499803.75172259,860221984436.0,5580585.36103613,525154.8401893
2017-08-03,213017.0,427729.0,5901137.61669551,860221984436.0,5137047.94922252,349257.56106959
2017-08-04,235792.0,467901.0,7654374.1549891,860221984436.0,6640166.26029489,416334.92143627
2017-08-05,239771.0,463850.0,7568850.42141381,860221984436.0,7486508.3617512,311119.60604957
2017-08-06,199627.0,408436.0,5986661.3502708,860221984436.0,5937807.54411719,321040.55690193
2017-08-07,249002.0,512718.0,6542565.61851024,860221984436.0,6910134.93728859,412526.26948735
2017-08-08,275574.0,587788.0,7012946.15317437,860221984436.0,7561715.6925808,360275.33482536
2017-08-09,260955.0,532300.0,6333394.73736857,888074709977.536,6474128.57297675,241840.87304808
2017-08-10,257965.0,550475.0,6149818.07831441,923233068448.0,6425354.78193725,283154.1912733
2017-08-11,284001.0,580988.0,6608759.72594982,923233068448.0,7518972.01439316,281059.66539975
2017-08-12,260521.0,530700.0,6195712.24307795,923233068448.0,7177458.75281039,225972.98654355
2017-08-13,263310.0,516471.0,6792336.38500398,923233068448.0,8678087.32745057,233321.31147296
2017-08-14,255362.0,542910.0,5966241.41926025,923233068448.0,7951134.22504383,206946.35737434
2017-08-15,311002.0,650900.0,6975913.04405814,923233068448.0,9519693.7153427,292312.14019635
2017-08-16,274866.0,543437.0,5966241.41926025,923233068448.0,8485087.62084421,230750.79726368
2017-08-17,347319.0,631516.0,8215055.49267373,923233068448.0,11714248.9006644,313093.6035271
2017-08-18,312250.0,580733.0,6838230.54976752,923233068448.0,9384491.83962616,276511.88228598
2017-08-19,266832.0,535351.0,6930018.8792946,923233068448.0,8768479.01278978,313472.69392998
2017-08-20,210852.0,444726.0,5966241.41926025,923233068448.0,7630711.0097859,185475.61620575
2017-08-21,236772.0,501756.0,5277828.94780714,923233068448.0,6995369.37030488,202649.23936119
2017-08-22,196283.0,419159.0,4084580.66395509,923233068448.0,5699902.8638271,215933.01456173
2017-08-23,315734.0,628517.0,7297172.19740292,923233068448.0,10516192.9367837,253757.86221134
2017-08-24,203805.0,423333.0,4459277.5076504,891643263404.624,7293876.044236,184367.32298238
2017-08-25,208169.0,471225.0,4459277.5076504,888171856257.0,7365237.84019435,175375.84051831
2017-08-26,226485.0,472785.0,4635882.55745833,888171856257.0,7490392.364138,159815.1929658
2017-08-27,261891.0,509083.0,6843445.68005754,888171856257.0,9978452.55324677,179468.16717934
2017-08-28,223771.0,504371.0,5695512.85630595,888171856257.0,8575624.62760921,210637.38747792
2017-08-29,281116.0,593018.0,6578538.10534563,888171856257.0,10414805.8736964,248442.81227569
2017-08-30,271466.0,565809.0,7417412.09193333,888171856257.0,11654892.529929,223528.44342325
2017-08-31,280724.0,589298.0,7196655.77967341,888171856257.0,11477924.6362609,251079.61705344
2017-09-01,283670.0,591521.0,7682319.66664524,888171856257.0,12687490.9230696,254055.16256783
2017-09-02,236811.0,536082.0,7240807.04212539,888171856257.0,11028567.4852437,200475.91673658
2017-09-03,195289.0,437077.0,6799294.41760555,888171856257.0,9941124.52617333,171234.72740928
2017-09-04,269280.0,561329.0,7726470.92909722,888171856257.0,11230260.0600448,330742.39975931
2017-09-05,277948.0,601577.0,8697798.70304087,888171856257.0,12122198.042234,315307.39514331
2017-09-06,276225.0,587814.0,7430760.7659943,903315386418.901,10596679.5576122,292410.64806048
2017-09-07,256374.0,526960.0,8072925.27663579,922724699725.0,11388138.0706551,272879.7523282
2017-09-08,279488.0,606486.0,8027056.38301854,922724699725.0,11151766.5641362,242385.25089518
2017-09-09,217890.0,452504.0,7751843.02131504,922724699725.0,9960595.28251571,183668.16324082
2017-09-10,193240.0,412030.0,6329907.31918033,922724699725.0,7986083.41753111,202860.71804224
2017-09-11,253492.0,537475.0,7981187.48940129,922724699725.0,9856433.08844799,199829.21394278
2017-09-12,256230.0,549110.0,8623352.00004277,922724699725.0,10615411.2036899,214844.90360682
2017-09-13,263320.0,543778.0,8715089.78727727,922724699725.0,10157696.5552383,255582.04009185
2017-09-14,268068.0,552955.0,7981187.48940129,922724699725.0,8831890.22231134,282576.47917182
2017-09-15,292079.0,637365.0,8256400.85110478,922724699725.0,8179314.31459802,398314.8330492
2017-09-16,228257.0,486763.0,7751843.02131504,922724699725.0,8409604.1044016,202940.90150365
2017-09-17,197683.0,433779.0,8072925.27663579,922724699725.0,8420246.46027889,152686.24196026
2017-09-18,218204.0,481945.0,6965995.45167762,1052185622754.52,6915897.47097349,204865.32804505
2017-09-19,282917.0,578179.0,8556655.83040715,1103400932964.0,8616020.84684647,219483.42236296
2017-09-20,235723.0,480583.0,6417491.87280536,1103400932964.0,6356831.37323994,185140.23664425
2017-09-21,255257.0,533109.0,9653662.98815166,1103400932964.0,8852045.82866589,188302.13696506
2017-09-22,227615.0,515184.0,7624199.74632432,1103400932964.0,6725660.40718536,198889.92837967
2017-09-23,203861.0,427805.0,9105159.40927941,1103400932964.0,8189263.43790887,133949.71605304
2017-09-24,185277.0,383449.0,7953301.89364767,1103400932964.0,6998744.17063086,97112.70530596
2017-09-25,226603.0,505249.0,6856294.73590317,1103400932964.0,6662197.50759276,260299.47485558
2017-09-26,263648.0,544622.0,7569349.3884371,1103400932964.0,7447375.63477086,199731.42338865
2017-09-27,257961.0,548155.0,8063002.60942212,1103400932964.0,7976853.33046631,171774.68510903
2017-09-28,275976.0,561793.0,9708513.34603889,1103400932964.0,9951711.28319571,201759.27584294
2017-09-29,254438.0,569238.0,9269710.48294108,1103400932964.0,9243216.05366442,174275.61777336
2017-09-30,212678.0,467808.0,7569349.3884371,1103400932964.0,7783987.87833436,153266.72812273
2017-10-01,203653.0,416590.0,7130546.52533929,1103400932964.0,7508761.40733887,115004.84406595
2017-10-02,295002.0,606138.0,8380132.03961296,1123590453769.76,9042032.79197735,193757.90134983
2017-10-03,282132.0,591542.0,10223761.0883278,1123863285132.0,10862816.3669827,165244.41061538
2017-10-04,232826.0,496068.0,7486251.28872091,1123863285132.0,7937087.7926728,143963.04255248
2017-10-05,273243.0,552623.0,6983443.36634413,1123863285132.0,7562750.52994914,192625.26000243
